RESPNO,REGION,URBRUR,Q1,Q6A,Q6B,Q6C,Q6E,Q94,Q93A,Q100,Q90A,Q90B,Q90C,Q90D,Q90E,Q90F,food_insecurity_label,location_type,is_food_insecure
GHA1789,262.0,1.0,34.0,1.0,2.0,0.0,0.0,6.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,Once/Twice,Urban,1
GHA1790,268.0,1.0,33.0,0.0,0.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1791,263.0,1.0,43.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA1792,268.0,1.0,36.0,0.0,0.0,0.0,2.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA1793,268.0,1.0,26.0,0.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,Never,Urban,0
GHA1794,262.0,1.0,45.0,0.0,1.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,Never,Urban,0
GHA1795,260.0,1.0,28.0,0.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,1.0,9.0,2.0,Never,Urban,0
GHA1796,267.0,2.0,25.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,Never,Rural,0
GHA1797,267.0,2.0,37.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA1798,260.0,1.0,53.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA1799,267.0,2.0,58.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Rural,0
GHA1800,263.0,1.0,29.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA1801,267.0,2.0,25.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Rural,0
GHA1802,263.0,1.0,33.0,0.0,0.0,0.0,2.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA1803,260.0,1.0,20.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA1804,263.0,1.0,50.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1805,260.0,2.0,27.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,Once/Twice,Rural,1
GHA1806,263.0,1.0,28.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1807,268.0,1.0,37.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA1808,271.0,2.0,62.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Rural,0
GHA1809,271.0,2.0,28.0,2.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,Several times,Rural,1
GHA1810,260.0,2.0,23.0,1.0,2.0,0.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,Once/Twice,Rural,1
GHA1811,268.0,1.0,36.0,1.0,1.0,1.0,1.0,7.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA1812,263.0,1.0,20.0,2.0,1.0,0.0,2.0,5.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA1813,263.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1814,263.0,1.0,38.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,Never,Urban,0
GHA1815,260.0,2.0,31.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA1816,271.0,2.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA1817,271.0,2.0,18.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,Many times,Rural,1
GHA1818,268.0,1.0,31.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA1819,268.0,1.0,42.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1820,271.0,2.0,42.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Many times,Rural,1
GHA1821,260.0,2.0,27.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA1822,260.0,1.0,30.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Several times,Urban,1
GHA1823,272.0,2.0,29.0,0.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA1824,272.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,Never,Rural,0
GHA1825,272.0,2.0,45.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA1826,260.0,1.0,25.0,3.0,0.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Many times,Urban,1
GHA1827,260.0,1.0,51.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA1828,263.0,1.0,38.0,0.0,0.0,2.0,2.0,4.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA1829,267.0,2.0,67.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Rural,0
GHA1830,267.0,2.0,24.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,Several times,Rural,1
GHA1831,266.0,2.0,32.0,0.0,4.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,Never,Rural,0
GHA1832,266.0,2.0,54.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Rural,0
GHA1833,266.0,2.0,87.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,2.0,Never,Rural,0
GHA1834,264.0,2.0,36.0,0.0,0.0,1.0,2.0,8.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA1835,266.0,2.0,29.0,0.0,0.0,0.0,2.0,5.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Rural,0
GHA1836,264.0,2.0,51.0,2.0,0.0,0.0,2.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA1837,264.0,2.0,31.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA1838,264.0,2.0,65.0,2.0,4.0,2.0,4.0,5.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,Several times,Rural,1
GHA1839,272.0,2.0,28.0,0.0,2.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA1840,272.0,2.0,37.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,Never,Rural,0
GHA1841,272.0,2.0,21.0,0.0,3.0,2.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,Never,Rural,0
GHA1842,267.0,1.0,19.0,3.0,0.0,1.0,4.0,5.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,Many times,Urban,1
GHA1843,267.0,1.0,34.0,1.0,0.0,0.0,1.0,4.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA1844,267.0,2.0,38.0,0.0,0.0,0.0,3.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Rural,0
GHA1845,263.0,1.0,55.0,0.0,0.0,0.0,1.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA1846,260.0,1.0,54.0,4.0,1.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,Always,Urban,1
GHA1847,267.0,2.0,38.0,0.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA1848,267.0,1.0,25.0,2.0,0.0,0.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Several times,Urban,1
GHA1849,267.0,1.0,32.0,0.0,0.0,0.0,3.0,8.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Urban,0
GHA1850,262.0,1.0,40.0,0.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA1851,260.0,1.0,24.0,0.0,0.0,0.0,1.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,Never,Urban,0
GHA1852,267.0,2.0,26.0,1.0,1.0,1.0,2.0,8.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,Once/Twice,Rural,1
GHA1853,263.0,1.0,55.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1854,267.0,2.0,30.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Rural,0
GHA1855,260.0,1.0,25.0,0.0,0.0,1.0,0.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,Never,Urban,0
GHA1856,262.0,1.0,39.0,0.0,0.0,0.0,1.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,Never,Urban,0
GHA1857,264.0,2.0,31.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,Never,Rural,0
GHA1858,271.0,2.0,35.0,4.0,4.0,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,Always,Rural,1
GHA1859,263.0,1.0,35.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA1860,263.0,1.0,38.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA1861,271.0,2.0,75.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Rural,0
GHA1862,263.0,1.0,35.0,0.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,Never,Urban,0
GHA1863,266.0,2.0,18.0,0.0,3.0,2.0,2.0,4.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,Never,Rural,0
GHA1864,266.0,2.0,40.0,1.0,0.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,Once/Twice,Rural,1
GHA1865,262.0,1.0,69.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA1866,266.0,2.0,34.0,1.0,3.0,0.0,3.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,9.0,2.0,Once/Twice,Rural,1
GHA1867,264.0,2.0,59.0,2.0,2.0,2.0,3.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Several times,Rural,1
GHA1868,266.0,2.0,30.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Rural,0
GHA1869,262.0,1.0,38.0,2.0,2.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA1870,264.0,2.0,40.0,1.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Rural,1
GHA1871,272.0,2.0,38.0,0.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,Never,Rural,0
GHA1872,264.0,2.0,38.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,Once/Twice,Rural,1
GHA1873,263.0,1.0,30.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA1874,260.0,1.0,42.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Urban,0
GHA1875,267.0,1.0,57.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA1876,267.0,1.0,33.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA1877,267.0,1.0,21.0,2.0,0.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Several times,Urban,1
GHA1878,260.0,1.0,52.0,3.0,3.0,1.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,Many times,Urban,1
GHA1879,267.0,2.0,66.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,Never,Rural,0
GHA1880,267.0,1.0,18.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,Never,Urban,0
GHA1881,262.0,1.0,20.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,Once/Twice,Urban,1
GHA1882,272.0,2.0,31.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,Never,Rural,0
GHA1883,267.0,2.0,54.0,0.0,0.0,0.0,4.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA1884,263.0,1.0,54.0,1.0,0.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,Once/Twice,Urban,1
GHA1885,262.0,1.0,48.0,2.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA1886,263.0,1.0,39.0,1.0,1.0,1.0,2.0,6.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Once/Twice,Urban,1
GHA1887,263.0,1.0,65.0,0.0,2.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Urban,0
GHA1888,264.0,1.0,33.0,0.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1889,264.0,1.0,58.0,0.0,0.0,1.0,2.0,6.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,Never,Urban,0
GHA1890,264.0,1.0,36.0,0.0,1.0,0.0,1.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA1891,264.0,1.0,70.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA1892,262.0,1.0,60.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1893,263.0,1.0,28.0,0.0,2.0,2.0,1.0,8.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA1894,263.0,1.0,20.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1895,264.0,1.0,30.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,Never,Urban,0
GHA1896,264.0,1.0,27.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,Never,Urban,0
GHA1897,262.0,1.0,42.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA1898,271.0,2.0,44.0,4.0,4.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,Always,Rural,1
GHA1899,264.0,1.0,28.0,0.0,0.0,1.0,1.0,5.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,Never,Urban,0
GHA1900,271.0,2.0,38.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,Never,Rural,0
GHA1901,271.0,2.0,40.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,Several times,Rural,1
GHA1902,260.0,1.0,20.0,0.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA1903,260.0,1.0,20.0,0.0,0.0,0.0,1.0,5.0,3.0,1.0,2.0,2.0,2.0,9.0,2.0,2.0,Never,Urban,0
GHA1904,260.0,1.0,27.0,3.0,0.0,1.0,3.0,6.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,Many times,Urban,1
GHA1905,264.0,1.0,50.0,2.0,1.0,0.0,2.0,5.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,2.0,Several times,Urban,1
GHA1906,267.0,1.0,22.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,Never,Urban,0
GHA1907,267.0,1.0,56.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,Never,Urban,0
GHA1908,263.0,1.0,36.0,0.0,0.0,1.0,1.0,6.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA1909,267.0,1.0,65.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1910,263.0,1.0,32.0,0.0,1.0,0.0,0.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1911,267.0,1.0,45.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,Never,Urban,0
GHA1912,263.0,1.0,42.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1913,266.0,1.0,58.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA1914,266.0,1.0,26.0,0.0,0.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,Never,Urban,0
GHA1915,271.0,2.0,33.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,Never,Rural,0
GHA1916,271.0,2.0,40.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,Several times,Rural,1
GHA1917,271.0,2.0,29.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,Several times,Rural,1
GHA1918,266.0,1.0,34.0,1.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Once/Twice,Urban,1
GHA1919,263.0,1.0,20.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1920,260.0,1.0,45.0,0.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1921,260.0,1.0,25.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA1922,267.0,1.0,75.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA1923,266.0,1.0,45.0,0.0,0.0,0.0,1.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,Never,Urban,0
GHA1924,267.0,1.0,43.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,Never,Urban,0
GHA1925,260.0,1.0,52.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,Once/Twice,Urban,1
GHA1926,267.0,1.0,33.0,0.0,0.0,0.0,0.0,9.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA1927,267.0,1.0,58.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA1928,262.0,1.0,45.0,1.0,1.0,0.0,2.0,0.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA1929,271.0,2.0,32.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,Never,Rural,0
GHA1930,262.0,1.0,30.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA1931,263.0,1.0,24.0,3.0,0.0,0.0,3.0,5.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,Many times,Urban,1
GHA1932,263.0,1.0,42.0,3.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Many times,Urban,1
GHA1933,262.0,1.0,21.0,3.0,1.0,4.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,Many times,Urban,1
GHA1934,267.0,1.0,45.0,0.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,Never,Urban,0
GHA1935,262.0,1.0,47.0,2.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Several times,Urban,1
GHA1936,263.0,1.0,40.0,0.0,2.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1937,267.0,1.0,20.0,1.0,0.0,0.0,2.0,8.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA1938,263.0,1.0,25.0,0.0,0.0,0.0,3.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1939,267.0,1.0,33.0,0.0,0.0,0.0,2.0,8.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA1940,266.0,1.0,33.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA1941,260.0,1.0,23.0,0.0,0.0,0.0,2.0,5.0,3.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,Never,Urban,0
GHA1942,263.0,1.0,40.0,0.0,0.0,0.0,0.0,8.0,3.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA1943,260.0,1.0,28.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Many times,Urban,1
GHA1944,267.0,1.0,24.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Urban,0
GHA1945,267.0,1.0,34.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,Never,Urban,0
GHA1946,267.0,1.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA1947,267.0,1.0,20.0,0.0,2.0,3.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA1948,266.0,1.0,27.0,0.0,0.0,1.0,1.0,7.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,Never,Urban,0
GHA1949,267.0,1.0,79.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,Never,Urban,0
GHA1950,263.0,1.0,58.0,0.0,2.0,0.0,0.0,4.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1951,263.0,1.0,41.0,0.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,Never,Urban,0
GHA1952,263.0,1.0,35.0,0.0,0.0,1.0,1.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,Never,Urban,0
GHA1953,266.0,1.0,34.0,0.0,2.0,0.0,2.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,Never,Urban,0
GHA1954,266.0,1.0,37.0,0.0,0.0,0.0,2.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA1955,262.0,1.0,22.0,3.0,3.0,2.0,4.0,3.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,Many times,Urban,1
GHA1956,262.0,1.0,27.0,0.0,0.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,Never,Urban,0
GHA1957,262.0,1.0,45.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,Many times,Urban,1
GHA1958,263.0,1.0,30.0,0.0,2.0,0.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,Never,Urban,0
GHA1959,262.0,1.0,38.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,Once/Twice,Urban,1
GHA1960,263.0,1.0,74.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Many times,Urban,1
GHA1961,263.0,1.0,35.0,0.0,0.0,0.0,3.0,9.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,Never,Urban,0
GHA1962,263.0,1.0,29.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,Never,Urban,0
